CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.48191652,27.26340659",-82.48191652,27.26340659,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49838711,27.29030413",-82.49838711,27.29030413,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.47811807,27.33744938",-82.47811807,27.33744938,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49904849,27.28697942",-82.49904849,27.28697942,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.53918625,27.36568977",-82.53918625,27.36568977,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.52554859,27.32753360",-82.52554859,27.32753360,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.47432065,27.31064197",-82.47432065,27.31064197,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.47540329,27.34809310",-82.47540329,27.34809310,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.50010001,27.36280000",-82.50010001,27.36280000,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.50894353,27.26102690",-82.50894353,27.26102690,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49959476,27.28569667",-82.49959476,27.28569667,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.52327387,27.35782232",-82.52327387,27.35782232,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.54301671,27.34203259",-82.54301671,27.34203259,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.55129990,27.36202363",-82.55129990,27.36202363,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.47135778,27.32917347",-82.47135778,27.32917347,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.52825488,27.28547107",-82.52825488,27.28547107,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.51887220,27.32486235",-82.51887220,27.32486235,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.42567329,27.28810461",-82.42567329,27.28810461,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.51266449,27.34402947",-82.51266449,27.34402947,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.42780328,27.28654073",-82.42780328,27.28654073,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.41142047,27.26094246",-82.41142047,27.26094246,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.46321691,27.33152917",-82.46321691,27.33152917,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.52489883,27.32518704",-82.52489883,27.32518704,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.39941591,27.33936890",-82.39941591,27.33936890,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.51965266,27.28258674",-82.51965266,27.28258674,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.47124097,27.27510974",-82.47124097,27.27510974,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.53888093,27.34377002",-82.53888093,27.34377002,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.50030183,27.28919322",-82.50030183,27.28919322,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.46736181,27.27818065",-82.46736181,27.27818065,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.53184441,27.27970074",-82.53184441,27.27970074,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.53186809,27.30878565",-82.53186809,27.30878565,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.52367058,27.36764463",-82.52367058,27.36764463,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.53928405,27.35279958",-82.53928405,27.35279958,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.52507721,27.30055021",-82.52507721,27.30055021,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.41947804,27.32584762",-82.41947804,27.32584762,,,,,,
SARASOTA,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.47083155,27.38178628",-82.47083155,27.38178628,,,,,,
VENICE,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.35356348,27.07691486",-82.35356348,27.07691486,,,,,,
VENICE,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.35955457,27.04442727",-82.35955457,27.04442727,,,,,,
VENICE,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.39968846,27.07762780",-82.39968846,27.07762780,,,,,,
VENICE,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.41900637,27.12474521",-82.41900637,27.12474521,,,,,,
VENICE,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.39976944,27.08005500",-82.39976944,27.08005500,,,,,,
VENICE,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.44205041,27.08141464",-82.44205041,27.08141464,,,,,,
VENICE,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.44178090,27.09801798",-82.44178090,27.09801798,,,,,,
VENICE,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.44146109,27.09521621",-82.44146109,27.09521621,,,,,,
OSPREY,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.47938374,27.18634012",-82.47938374,27.18634012,,,,,,
NOKOMIS,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.42640095,27.13566326",-82.42640095,27.13566326,,,,,,
ENGLEWOOD,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.35793715,26.96516500",-82.35793715,26.96516500,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.17788521,28.68542122",-81.17788521,28.68542122,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.15625266,28.64980008",-81.15625266,28.64980008,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.18195584,28.62560012",-81.18195584,28.62560012,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.12786665,28.64782367",-81.12786665,28.64782367,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.21081924,28.66841565",-81.21081924,28.66841565,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.19094753,28.65354413",-81.19094753,28.65354413,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.17795737,28.62476498",-81.17795737,28.62476498,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.20495395,28.64204920",-81.20495395,28.64204920,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.19570000,28.66809999",-81.19570000,28.66809999,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.21851625,28.67321304",-81.21851625,28.67321304,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.26406309,28.63444063",-81.26406309,28.63444063,,,,,,
OVIEDO,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.15488627,28.65296171",-81.15488627,28.65296171,,,,,,
ALTAMONTE SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.42391957,28.67847680",-81.42391957,28.67847680,,,,,,
ALTAMONTE SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.37132675,28.64805246",-81.37132675,28.64805246,,,,,,
ALTAMONTE SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.37170759,28.68090383",-81.37170759,28.68090383,,,,,,
ALTAMONTE SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.41013754,28.65971522",-81.41013754,28.65971522,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.25524436,28.77699780",-81.25524436,28.77699780,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.29008438,28.80221042",-81.29008438,28.80221042,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.28431469,28.77554375",-81.28431469,28.77554375,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.28250486,28.79559156",-81.28250486,28.79559156,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.24062183,28.78857810",-81.24062183,28.78857810,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.22743219,28.78894931",-81.22743219,28.78894931,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.30936591,28.79226729",-81.30936591,28.79226729,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.28296299,28.77941063",-81.28296299,28.77941063,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.27130001,28.77780002",-81.27130001,28.77780002,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.29815353,28.74863165",-81.29815353,28.74863165,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.33001727,28.79471634",-81.33001727,28.79471634,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.36235900,28.80175743",-81.36235900,28.80175743,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.27463526,28.79602866",-81.27463526,28.79602866,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.29879244,28.74778772",-81.29879244,28.74778772,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.28409625,28.75791550",-81.28409625,28.75791550,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.29490353,28.77936914",-81.29490353,28.77936914,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.25695464,28.80199757",-81.25695464,28.80199757,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.25319111,28.80484772",-81.25319111,28.80484772,,,,,,
SANFORD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.25398305,28.80188530",-81.25398305,28.80188530,,,,,,
LONGWOOD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.37113954,28.70514432",-81.37113954,28.70514432,,,,,,
LONGWOOD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.37131471,28.71586994",-81.37131471,28.71586994,,,,,,
LONGWOOD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.41877037,28.70379554",-81.41877037,28.70379554,,,,,,
LONGWOOD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.34413044,28.68726009",-81.34413044,28.68726009,,,,,,
LONGWOOD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.44029183,28.68793225",-81.44029183,28.68793225,,,,,,
LONGWOOD,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.42404197,28.68107712",-81.42404197,28.68107712,,,,,,
WINTER SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.26387817,28.68756460",-81.26387817,28.68756460,,,,,,
WINTER SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.27156532,28.70573838",-81.27156532,28.70573838,,,,,,
WINTER SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.26386293,28.68529782",-81.26386293,28.68529782,,,,,,
WINTER SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.25338085,28.65375586",-81.25338085,28.65375586,,,,,,
WINTER SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.29366876,28.70663273",-81.29366876,28.70663273,,,,,,
WINTER SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.26518931,28.70372950",-81.26518931,28.70372950,,,,,,
WINTER SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31770631,28.71653663",-81.31770631,28.71653663,,,,,,
WINTER SPRINGS,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31251017,28.69682346",-81.31251017,28.69682346,,,,,,
LAKE MARY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.30604519,28.73623287",-81.30604519,28.73623287,,,,,,
LAKE MARY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.33656296,28.73686157",-81.33656296,28.73686157,,,,,,
LAKE MARY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.34418693,28.76177620",-81.34418693,28.76177620,,,,,,
LAKE MARY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.38300210,28.78274942",-81.38300210,28.78274942,,,,,,
LAKE MARY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.38332320,28.78460461",-81.38332320,28.78460461,,,,,,
LAKE MARY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.30665744,28.77364799",-81.30665744,28.77364799,,,,,,
LAKE MARY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.32330575,28.75489160",-81.32330575,28.75489160,,,,,,
LAKE MARY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.34028918,28.73552026",-81.34028918,28.73552026,,,,,,
APOPKA,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.44929491,28.66649688",-81.44929491,28.66649688,,,,,,
APOPKA,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.43659636,28.65706993",-81.43659636,28.65706993,,,,,,
WINTER PARK,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.29382676,28.62069294",-81.29382676,28.62069294,,,,,,
WINTER PARK,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.27356851,28.63771306",-81.27356851,28.63771306,,,,,,
CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.34030386,28.64909762",-81.34030386,28.64909762,,,,,,
CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.30472457,28.65235953",-81.30472457,28.65235953,,,,,,
CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31727676,28.66062097",-81.31727676,28.66062097,,,,,,
CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.34587551,28.68028558",-81.34587551,28.68028558,,,,,,
CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.28228445,28.64894353",-81.28228445,28.64894353,,,,,,
CASSELBERRY,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.31959253,28.66045806",-81.31959253,28.66045806,,,,,,
GENEVA,SEMINOLE,,,,PUBLIC SCHOOL,,,,,,,,,"-81.11442593,28.73854290",-81.11442593,28.73854290,,,,,,
THE VILLAGES ,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.02784974,28.92640774",-82.02784974,28.92640774,,,,,,
BUSHNELL,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.14725507,28.65921801",-82.14725507,28.65921801,,,,,,
BUSHNELL,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11318715,28.67255434",-82.11318715,28.67255434,,,,,,
BUSHNELL,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12013939,28.67284381",-82.12013939,28.67284381,,,,,,
BUSHNELL,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11577036,28.66275054",-82.11577036,28.66275054,,,,,,
WEBSTER,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.06413007,28.62047746",-82.06413007,28.62047746,,,,,,
WEBSTER,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.05392232,28.60576637",-82.05392232,28.60576637,,,,,,
The Villages,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.02517533,28.92505193",-82.02517533,28.92505193,,,,,,
LAKE PANASOFFKEE,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12191802,28.76771747",-82.12191802,28.76771747,,,,,,
WILDWOOD,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.03947955,28.85760103",-82.03947955,28.85760103,,,,,,
WILDWOOD,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.03235470,28.85717748",-82.03235470,28.85717748,,,,,,
Wildwood,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.03660260,28.86460619",-82.03660260,28.86460619,,,,,,
SUMTERVILLE,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.06183661,28.73722775",-82.06183661,28.73722775,,,,,,
SUMTERVILLE,SUMTER,,,,PUBLIC SCHOOL,,,,,,,,,"-82.06123781,28.73639504",-82.06123781,28.73639504,,,,,,
PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.56987676,30.12109888",-83.56987676,30.12109888,,,,,,
PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.56620257,30.07780867",-83.56620257,30.07780867,,,,,,
PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.56441118,30.11944919",-83.56441118,30.11944919,,,,,,
PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.57717786,30.12092496",-83.57717786,30.12092496,,,,,,
PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.57381945,30.12602415",-83.57381945,30.12602415,,,,,,
PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.57295428,30.12111967",-83.57295428,30.12111967,,,,,,
PERRY,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.56969839,30.12266168",-83.56969839,30.12266168,,,,,,
STEINHATCHEE,TAYLOR,,,,PUBLIC SCHOOL,,,,,,,,,"-83.37577975,29.67330753",-83.37577975,29.67330753,,,,,,
LAKE BUTLER,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33966718,30.01527770",-82.33966718,30.01527770,,,,,,
LAKE BUTLER,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.34800202,30.01634298",-82.34800202,30.01634298,,,,,,
LAKE BUTLER,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33932259,30.01761176",-82.33932259,30.01761176,,,,,,
LAKE BUTLER,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33875901,30.01836314",-82.33875901,30.01836314,,,,,,
RAIFORD,UNION,,,,PUBLIC SCHOOL,,,,,,,,,"-82.19377024,30.08567722",-82.19377024,30.08567722,,,,,,
ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.09454739,29.23967041",-81.09454739,29.23967041,,,,,,
ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.07020487,29.30794866",-81.07020487,29.30794866,,,,,,
ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.03986319,29.28709778",-81.03986319,29.28709778,,,,,,
ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05771465,29.28378824",-81.05771465,29.28378824,,,,,,
ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.13510952,29.27226160",-81.13510952,29.27226160,,,,,,
ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05921520,29.27937476",-81.05921520,29.27937476,,,,,,
ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.11413271,29.27521831",-81.11413271,29.27521831,,,,,,
ORMOND BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.09061787,29.27505861",-81.09061787,29.27505861,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.21739391,28.92140364",-81.21739391,28.92140364,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.24638254,28.94662381",-81.24638254,28.94662381,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.22921515,28.87333667",-81.22921515,28.87333667,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.26520760,28.87156118",-81.26520760,28.87156118,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.16158014,28.89541670",-81.16158014,28.89541670,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.18903231,28.93469400",-81.18903231,28.93469400,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.17202886,28.89191873",-81.17202886,28.89191873,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.23008156,28.92997378",-81.23008156,28.92997378,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.17540942,28.88115003",-81.17540942,28.88115003,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.24296089,28.90623692",-81.24296089,28.90623692,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.27226616,28.87782411",-81.27226616,28.87782411,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.16282197,28.88751283",-81.16282197,28.88751283,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.25066147,28.89147324",-81.25066147,28.89147324,,,,,,
DELTONA,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.23105946,28.93249830",-81.23105946,28.93249830,,,,,,
NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.91972094,29.01087938",-80.91972094,29.01087938,,,,,,
NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.93039346,29.00328195",-80.93039346,29.00328195,,,,,,
NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.93306937,29.02976386",-80.93306937,29.02976386,,,,,,
NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.92354785,29.00449489",-80.92354785,29.00449489,,,,,,
NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05095493,29.02271109",-81.05095493,29.02271109,,,,,,
NEW SMYRNA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.87855713,29.00278815",-80.87855713,29.00278815,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.02663103,29.14857941",-81.02663103,29.14857941,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.03799962,29.11938543",-81.03799962,29.11938543,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.02778038,29.08314116",-81.02778038,29.08314116,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.01717296,29.13190794",-81.01717296,29.13190794,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.99135376,29.14221611",-80.99135376,29.14221611,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.04079406,29.06657513",-81.04079406,29.06657513,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.00477188,29.10575670",-81.00477188,29.10575670,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.00105445,29.14731847",-81.00105445,29.14731847,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.01739180,29.11628670",-81.01739180,29.11628670,,,,,,
PORT ORANGE,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.01602153,29.10851384",-81.01602153,29.10851384,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.02355056,29.24728136",-81.02355056,29.24728136,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-80.98635159,29.17736452",-80.98635159,29.17736452,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.03043209,29.19500556",-81.03043209,29.19500556,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.14508254,29.13639659",-81.14508254,29.13639659,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.03004519,29.26674750",-81.03004519,29.26674750,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.06356184,29.21341980",-81.06356184,29.21341980,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.06844776,29.21403567",-81.06844776,29.21403567,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.02715796,29.19590819",-81.02715796,29.19590819,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.05539795,29.24932262",-81.05539795,29.24932262,,,,,,
DAYTONA BEACH,VOLUSIA,,,,PUBLIC SCHOOL,,,,,,,,,"-81.04994528,29.21702244",-81.04994528,29.21702244,,,,,,
