CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
ENGLEWOOD,SARASOTA,ASSISTED LIVING FACILITY,216.0,,,-82.33167249,26.96479992
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,72.0,,,-82.53949992,27.35063606
VENICE,SARASOTA,ASSISTED LIVING FACILITY,9.0,,,-82.45321225,27.09686054
NOKOMIS,SARASOTA,ASSISTED LIVING FACILITY,16.0,,,-82.46720368,27.13154029
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,95.0,,,-82.50493979,27.33825299
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,95.0,,,-82.46324350,27.38225238
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,44.0,,,-82.49810325,27.25210276
VENICE,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.41787636,27.06583609
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,173.0,,,-82.53551192,27.32928401
North Port,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.20698315,27.08790712
North Port,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.19754484,27.06440139
North Port,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.20337541,27.04894490
ENGLEWOOD,SARASOTA,ASSISTED LIVING FACILITY,20.0,,,-82.33146370,26.95797335
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.40481164,27.26708539
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.51718401,27.32597299
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.52535420,27.26218788
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.48385392,27.28565051
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.50364152,27.31074394
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.50605787,27.34797750
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.49794361,27.31855874
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,32.0,,,-82.50021032,27.27402349
VENICE,SARASOTA,ASSISTED LIVING FACILITY,10.0,,,-82.44965823,27.09494607
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,67.0,,,-82.44050732,27.30301218
ENGLEWOOD,SARASOTA,ASSISTED LIVING FACILITY,3.0,,,-82.38766346,27.01285959
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,38.0,,,-82.48373267,27.22898048
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,38.0,,,-82.54260514,27.35209603
VENICE,SARASOTA,ASSISTED LIVING FACILITY,94.0,,,-82.36502417,27.07806248
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,127.0,,,-82.51350626,27.27524276
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,100.0,,,-82.52624792,27.32199694
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,100.0,,,-82.49057788,27.23740023
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,35.0,,,-82.53705867,27.32969579
ENGLEWOOD,SARASOTA,ASSISTED LIVING FACILITY,16.0,,,-82.33759785,26.95633038
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,16.0,,,-82.48895366,27.33682117
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,16.0,,,-82.48156589,27.28722017
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,30.0,,,-82.49871645,27.22913404
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,118.0,,,-82.46778303,27.24664350
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,120.0,,,-82.49502060,27.32827335
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,185.0,,,-82.47721472,27.29724273
VENICE,SARASOTA,ASSISTED LIVING FACILITY,51.0,,,-82.44395718,27.07927323
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,75.0,,,-82.53431923,27.35373331
Venice,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.41201348,27.04927591
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,112.0,,,-82.45244787,27.31327427
VENICE,SARASOTA,ASSISTED LIVING FACILITY,130.0,,,-82.41182275,27.10079730
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,5.0,,,-82.51758333,27.38220861
OVIEDO,SEMINOLE,ASSISTED LIVING FACILITY,38.0,,,-81.20230221,28.65127870
OVIEDO,SEMINOLE,ASSISTED LIVING FACILITY,26.0,,,-81.20324456,28.65056412
WINTER SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,16.0,,,-81.28139951,28.66163044
CASSELBERRY,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.29839452,28.65802207
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,185.0,,,-81.35575150,28.81049366
WINTER PARK,SEMINOLE,ASSISTED LIVING FACILITY,25.0,,,-81.28412150,28.62191388
OVIEDO,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.25458334,28.61702871
OVIEDO,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.24505811,28.61231965
OVIEDO,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.24754064,28.64985183
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,14.0,,,-81.29070642,28.79903359
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,14.0,,,-81.23972929,28.80180988
ALTAMONTE SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,115.0,,,-81.40369106,28.66692915
MAITLAND,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.33083540,28.63973415
MAITLAND,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.34489883,28.64258490
CASSELBERRY,SEMINOLE,ASSISTED LIVING FACILITY,40.0,,,-81.34707297,28.67635136
APOPKA,SEMINOLE,ASSISTED LIVING FACILITY,25.0,,,-81.44271464,28.65722171
APOPKA,SEMINOLE,ASSISTED LIVING FACILITY,36.0,,,-81.45616827,28.66518774
WINTER SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.27496529,28.66237840
WINTER SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.26812072,28.68275442
ALTAMONTE SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.43210936,28.65978662
ALTAMONTE SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,5.0,,,-81.37155817,28.64717243
OVIEDO,SEMINOLE,ASSISTED LIVING FACILITY,31.0,,,-81.23168139,28.64180710
LONGWOOD,SEMINOLE,ASSISTED LIVING FACILITY,57.0,,,-81.34517653,28.69355772
ALTAMONTE SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,170.0,,,-81.37066179,28.66143809
WINTER PARK,SEMINOLE,ASSISTED LIVING FACILITY,6.0,,,-81.28915276,28.63367054
WINTER PARK,SEMINOLE,ASSISTED LIVING FACILITY,6.0,,,-81.27226526,28.63638049
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,115.0,,,-81.28357172,28.77263045
LONGWOOD,SEMINOLE,ASSISTED LIVING FACILITY,70.0,,,-81.33456409,28.69878004
CASSELBERRY,SEMINOLE,ASSISTED LIVING FACILITY,78.0,,,-81.33250832,28.67686704
MAITLAND,SEMINOLE,ASSISTED LIVING FACILITY,6.0,,,-81.33969951,28.64190865
MAITLAND,SEMINOLE,ASSISTED LIVING FACILITY,6.0,,,-81.33502553,28.64533903
LAKE MARY,SEMINOLE,ASSISTED LIVING FACILITY,120.0,,,-81.36823745,28.74804433
LONGWOOD,SEMINOLE,ASSISTED LIVING FACILITY,112.0,,,-81.33878198,28.70049688
OVIEDO,SEMINOLE,ASSISTED LIVING FACILITY,36.0,,,-81.20264257,28.65027187
OVIEDO,SEMINOLE,ASSISTED LIVING FACILITY,75.0,,,-81.25316058,28.64711261
LAKE MARY,SEMINOLE,ASSISTED LIVING FACILITY,92.0,,,-81.33786925,28.75379066
LONGWOOD,SEMINOLE,ASSISTED LIVING FACILITY,75.0,,,-81.36638868,28.69615730
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,10.0,,,-81.24966092,28.79945169
WINTER SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,102.0,,,-81.27348357,28.64604728
APOPKA,SEMINOLE,ASSISTED LIVING FACILITY,12.0,,,-81.44288346,28.65485499
ALTAMONTE SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,180.0,,,-81.37646175,28.66137425
LAKE MARY,SEMINOLE,ASSISTED LIVING FACILITY,102.0,,,-81.34224277,28.75527181
ALTAMONTE SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,13.0,,,-81.43095000,28.67882157
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,15.0,,,-81.27351561,28.76948488
WINTER SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,60.0,,,-81.26941385,28.64533752
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,65.0,,,-81.26637883,28.79952862
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,12.0,,,-81.35148534,28.80876914
CHULUOTA,SEMINOLE,ASSISTED LIVING FACILITY,13.0,,,-81.12656663,28.64337475
APOPKA,SEMINOLE,ASSISTED LIVING FACILITY,17.0,,,-81.43792012,28.64891092
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,48.0,,,-81.28640419,28.80472842
WINTER SPRINGS,SEMINOLE,ASSISTED LIVING FACILITY,6.0,,,-81.29969433,28.70074751
APOPKA,SEMINOLE,ASSISTED LIVING FACILITY,20.0,,,-81.44648679,28.67052431
SANFORD,SEMINOLE,ASSISTED LIVING FACILITY,6.0,,,-81.27679005,28.78003257
ALTAMONTE SPRINGS,SEMINOLE,AMBULATORY SURGICAL CENTER,0.0,,,-81.36531011,28.65032708
ALTAMONTE SPRINGS,SEMINOLE,AMBULATORY SURGICAL CENTER,0.0,,,-81.37154418,28.66126774
ALTAMONTE SPRINGS,SEMINOLE,AMBULATORY SURGICAL CENTER,0.0,,,-81.37147448,28.66188815
ALTAMONTE SPRINGS,SEMINOLE,AMBULATORY SURGICAL CENTER,0.0,,,-81.37418708,28.67424077
ALTAMONTE SPRINGS,SEMINOLE,HOSPICE,6.0,,,-81.40103181,28.67229963
ALTAMONTE SPRINGS,SEMINOLE,HOSPICE,16.0,,,-81.40108340,28.67196417
CASSELBERRY,SEMINOLE,INTERMEDIATE CARE FACILITY,6.0,,,-81.34002086,28.68303796
WINTER PARK,SEMINOLE,INTERMEDIATE CARE FACILITY,64.0,,,-81.30213430,28.62371321
SANFORD,SEMINOLE,RESIDENTIAL TREATMENT FACILITY,16.0,,,-81.25788157,28.80916126
FERN PARK,SEMINOLE,RESIDENTIAL TREATMENT FACILITY,48.0,,,-81.34942063,28.64852180
FERN PARK,SEMINOLE,INTERMEDIATE CARE FACILITY,64.0,,,-81.33789511,28.65432678
SANFORD,SEMINOLE,END-STAGE RENAL DISEASE,0.0,,,-81.28628575,28.81105663
SANFORD,SEMINOLE,END-STAGE RENAL DISEASE,0.0,,,-81.26420619,28.81110157
ALTAMONTE SPRINGS,SEMINOLE,END-STAGE RENAL DISEASE,0.0,,,-81.41326475,28.64484542
ALTAMONTE SPRINGS,SEMINOLE,END-STAGE RENAL DISEASE,0.0,,,-81.38726043,28.64770177
LONGWOOD,SEMINOLE,END-STAGE RENAL DISEASE,0.0,,,-81.35697728,28.69825970
CHULUOTA,SEMINOLE,RESIDENTIAL TREATMENT FACILITY,12.0,,,-81.11585599,28.66428543
WINTER PARK,SEMINOLE,RESIDENTIAL TREATMENT FACILITY,40.0,,,-81.28382655,28.62432583
SANFORD,SEMINOLE,BIRTH CENTER,0.0,,,-81.28241008,28.81273490
SANFORD,SEMINOLE,CRISIS STABILIZATION UNIT,30.0,,,-81.25883952,28.80935117
CASSELBERRY,SEMINOLE,END-STAGE RENAL DISEASE,0.0,,,-81.33986843,28.66724863
APOPKA,SEMINOLE,END-STAGE RENAL DISEASE,0.0,,,-81.44742458,28.66771036
LAKE MARY,SEMINOLE,AMBULATORY SURGICAL CENTER,0.0,,,-81.35002372,28.77220849
LAKE MARY,SEMINOLE,AMBULATORY SURGICAL CENTER,0.0,,,-81.36595281,28.74656413
LAKE MARY,SEMINOLE,AMBULATORY SURGICAL CENTER,0.0,,,-81.34641632,28.78364558
WINTER PARK,SEMINOLE,AMBULATORY SURGICAL CENTER,0.0,,,-81.26914525,28.61831297
SANFORD,SEMINOLE,SKILLED NURSING FACILITY,114.0,,,-81.25622644,28.80384963
LAKE MARY,SEMINOLE,SKILLED NURSING FACILITY,120.0,,,-81.35009450,28.75779341
WINTER SPRINGS,SEMINOLE,SKILLED NURSING FACILITY,98.0,,,-81.27317042,28.64465582
LONGWOOD,SEMINOLE,SKILLED NURSING FACILITY,120.0,,,-81.33476597,28.68632614
LONGWOOD,SEMINOLE,SKILLED NURSING FACILITY,120.0,,,-81.36494760,28.69639017
APOPKA,SEMINOLE,SKILLED NURSING FACILITY,202.0,,,-81.44648679,28.67052431
LONGWOOD,SEMINOLE,SKILLED NURSING FACILITY,60.0,,,-81.40615859,28.69306615
OVIEDO,SEMINOLE,SKILLED NURSING FACILITY,42.0,,,-81.23168139,28.64180710
ALTAMONTE SPRINGS,SEMINOLE,SKILLED NURSING FACILITY,116.0,,,-81.42620985,28.65900176
ALTAMONTE SPRINGS,SEMINOLE,SKILLED NURSING FACILITY,240.0,,,-81.35875935,28.66178464
OVIEDO,SEMINOLE,ADULT FAMILY CARE HOME,5.0,,,-81.25975683,28.63384485
LONGWOOD,SEMINOLE,ADULT FAMILY CARE HOME,4.0,,,-81.36977360,28.74140234
WINTER PARK,SEMINOLE,ADULT FAMILY CARE HOME,5.0,,,-81.27822037,28.63767293
SANFORD,SEMINOLE,ADULT FAMILY CARE HOME,4.0,,,-81.26820899,28.80037791
APOPKA,SEMINOLE,ADULT FAMILY CARE HOME,5.0,,,-81.45059478,28.66859515
CASSELBERRY,SEMINOLE,PUBLIC HEALTH OFFICE,0.0,,,-81.32167166,28.64347463
SANFORD,SEMINOLE,PUBLIC HEALTH OFFICE,0.0,,,-81.28511922,28.77384903
Bushnell,SUMTER,PUBLIC HEALTH OFFICE,0.0,,,-82.10520842,28.66434459
Wildwood,SUMTER,PUBLIC HEALTH OFFICE,0.0,,,-82.04051998,28.86110042
WILDWOOD,SUMTER,SKILLED NURSING FACILITY,180.0,,,-82.03586521,28.85507231
BUSHNELL,SUMTER,SKILLED NURSING FACILITY,60.0,,,-82.11205959,28.68036228
THE VILLAGES,SUMTER,AMBULATORY SURGICAL CENTER,,,,-81.95590500,28.95203410
LADY LAKE,SUMTER,AMBULATORY SURGICAL CENTER,0.0,,,-81.96306744,28.95631008
LADY LAKE,SUMTER,AMBULATORY SURGICAL CENTER,0.0,,,-81.96037631,28.91941457
THE VILLAGES,SUMTER,AMBULATORY SURGICAL CENTER,0.0,,,-81.97811452,28.90830702
THE VILLAGES,SUMTER,END-STAGE RENAL DISEASE,0.0,,,-82.00059100,28.92592500
LADY LAKE,SUMTER,END-STAGE RENAL DISEASE,0.0,,,-81.96437785,28.95755142
THE VILLAGES,SUMTER,CRISIS STABILIZATION UNIT,30.0,,,-81.97811452,28.90830702
SUMTERVILLE,SUMTER,RESIDENTIAL TREATMENT FACILITY,12.0,,,-82.06159877,28.74995070
WILDWOOD,SUMTER,RURAL HEALTH CLINIC,0.0,,,-82.03929900,28.86452400
BUSHNELL,SUMTER,RURAL HEALTH CLINIC,0.0,,,-82.11063300,28.65847100
BUSHNELL,SUMTER,RURAL HEALTH CLINIC,0.0,,,-82.11393200,28.66853300
THE VILLAGES,SUMTER,RURAL HEALTH CLINIC,0.0,,,-82.00459000,28.92483100
LADY LAKE,SUMTER,HOSPICE,12.0,,,-81.97299778,28.91956658
SUMTERVILLE,SUMTER,HOSPICE,8.0,,,-82.06316960,28.73964837
LADY LAKE ,SUMTER,AMBULATORY SURGICAL CENTER,0.0,,,-81.96420495,28.95986872
The Villages,SUMTER,ASSISTED LIVING FACILITY,0.0,,,-82.01520627,28.92557000
The Villages,SUMTER,ASSISTED LIVING FACILITY,0.0,,,-81.99015710,28.86491864
Oxford,SUMTER,ASSISTED LIVING FACILITY,0.0,,,-82.02572881,28.93272180
Lady Lake,SUMTER,ASSISTED LIVING FACILITY,,,,-81.95897410,28.95666614
Wildwood,SUMTER,ASSISTED LIVING FACILITY,0.0,,,-82.03275224,28.86586291
LADY LAKE,SUMTER,ASSISTED LIVING FACILITY,58.0,,,-81.95917807,28.94858156
Lady Lake,SUMTER,ASSISTED LIVING FACILITY,0.0,,,-81.95564104,28.95368237
WEBSTER,SUMTER,ASSISTED LIVING FACILITY,8.0,,,-82.03662915,28.56757263
The Villages,SUMTER,ASSISTED LIVING FACILITY,,,,-81.96536267,28.95194620
Wildwood,SUMTER,ASSISTED LIVING FACILITY,,,,-82.02032001,28.89989872
WEBSTER,SUMTER,ASSISTED LIVING FACILITY,16.0,,,-82.09752085,28.57053818
THE VILLAGES,SUMTER,ASSISTED LIVING FACILITY,128.0,,,-82.00459000,28.92483100
OXFORD,SUMTER,ASSISTED LIVING FACILITY,74.0,,,-82.03712300,28.91286000
LIVE OAK,SUWANNEE,ASSISTED LIVING FACILITY,60.0,,,-83.23310080,30.25376533
LIVE OAK,SUWANNEE,RURAL HEALTH CLINIC,0.0,,,-83.23336513,30.25229105
LIVE OAK,SUWANNEE,RURAL HEALTH CLINIC,0.0,,,-83.00076637,30.29035378
LIVE OAK,SUWANNEE,RURAL HEALTH CLINIC,0.0,,,-82.97370286,30.30898306
LIVE OAK,SUWANNEE,RURAL HEALTH CLINIC,0.0,,,-82.99171982,30.29840150
LIVE OAK,SUWANNEE,RURAL HEALTH CLINIC,0.0,,,-82.97968367,30.29222179
BRANFORD,SUWANNEE,RURAL HEALTH CLINIC,0.0,,,-82.93011532,29.96018381
BRANFORD,SUWANNEE,RURAL HEALTH CLINIC,0.0,,,-82.92977998,29.96090393
LIVE OAK,SUWANNEE,END-STAGE RENAL DISEASE,0.0,,,-82.96415704,30.32631355
LIVE OAK,SUWANNEE,SKILLED NURSING FACILITY,180.0,,,-82.96473768,30.28536999
LIVE OAK,SUWANNEE,SKILLED NURSING FACILITY,60.0,,,-82.97206455,30.29064413
LIVE OAK,SUWANNEE,SKILLED NURSING FACILITY,161.0,,,-83.23310080,30.25376533
PERRY,TAYLOR,SKILLED NURSING FACILITY,120.0,,,-83.58949521,30.12562845
PERRY,TAYLOR,END-STAGE RENAL DISEASE,0.0,,,-83.58264100,30.11795800
PERRY,TAYLOR,RURAL HEALTH CLINIC,0.0,,,-83.59763176,30.12719886
PERRY,TAYLOR,RURAL HEALTH CLINIC,0.0,,,-83.57773800,30.12822200
PERRY,TAYLOR,RURAL HEALTH CLINIC,0.0,,,-83.57951100,30.12823300
PERRY,TAYLOR,RURAL HEALTH CLINIC,0.0,,,-83.58240000,30.10435500
STEINHATCHEE,TAYLOR,RURAL HEALTH CLINIC,0.0,,,-83.37464300,29.67296000
LAKE BUTLER,UNION,RURAL HEALTH CLINIC,0.0,,,-82.33542600,30.01836200
LAKE BUTLER,UNION,AMBULATORY SURGICAL CENTER,0.0,,,-82.35700000,29.98140000
ORMOND BEACH,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.08143500,29.28346900
ORMOND BEACH,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.09380700,29.25835000
ORMOND BEACH,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.09418200,29.26167300
PORT ORANGE,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.01176600,29.12386700
PORT ORANGE,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.03516400,29.15135000
ORANGE CITY,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.28785800,28.90778600
ORANGE CITY,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.28528400,28.91526200
DAYTONA BEACH,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.04901200,29.16565300
DAYTONA BEACH,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.06046100,29.20815400
DAYTONA BEACH,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.06002900,29.20776600
DELAND,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-81.31618800,29.04084800
DELAND,VOLUSIA,ASSISTED LIVING FACILITY,77.0,,,-81.30306000,29.01768100
DEBARY,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.28020200,28.90274800
HOLLY HILL,VOLUSIA,ASSISTED LIVING FACILITY,8.0,,,-81.03305500,29.23468500
HOLLY HILL,VOLUSIA,ASSISTED LIVING FACILITY,8.0,,,-81.05099541,29.24513003
DAYTONA BEACH,VOLUSIA,ASSISTED LIVING FACILITY,16.0,,,-81.05353800,29.22679600
HOLLY HILL,VOLUSIA,ASSISTED LIVING FACILITY,450.0,,,-81.05569600,29.24000100
ORMOND BEACH,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.05315771,29.27060284
ORMOND BEACH,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.07262900,29.25031600
ORMOND BEACH,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.07514500,29.25108600
DAYTONA BEACH,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.02285500,29.18410500
DAYTONA BEACH,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.03559000,29.16997000
DAYTONA BEACH,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.02464800,29.18203600
DAYTONA BEACH,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.01961800,29.18145700
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,102.0,,,-81.02545100,29.11256000
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.04000100,29.14788700
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-80.97805200,29.11446300
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.03137799,29.12232330
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-80.98184700,29.11259400
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.03831300,29.14053900
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.03668000,29.12219100
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.02011417,29.11216373
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.04225000,29.14394000
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.00947200,29.10578900
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.00308100,29.13897500
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.00195569,29.09373637
DAYTONA BEACH,VOLUSIA,ASSISTED LIVING FACILITY,25.0,,,-81.01408800,29.19441700
DELAND,VOLUSIA,ASSISTED LIVING FACILITY,30.0,,,-81.30565343,29.01808902
ORMOND BEACH,VOLUSIA,ASSISTED LIVING FACILITY,95.0,,,-81.09480800,29.26922900
DELAND,VOLUSIA,ASSISTED LIVING FACILITY,15.0,,,-81.32283300,29.01630900
HOLLY HILL,VOLUSIA,ASSISTED LIVING FACILITY,80.0,,,-81.03125900,29.22652300
HOLLY HILL,VOLUSIA,ASSISTED LIVING FACILITY,80.0,,,-81.04899523,29.26180377
DELAND,VOLUSIA,ASSISTED LIVING FACILITY,220.0,,,-81.29650200,29.02622300
NEW SMYRNA BEACH,VOLUSIA,ASSISTED LIVING FACILITY,15.0,,,-80.92549100,29.03180900
HOLLY HILL,VOLUSIA,ASSISTED LIVING FACILITY,,,,-81.05540965,29.24060528
ORMOND BEACH,VOLUSIA,ASSISTED LIVING FACILITY,70.0,,,-81.07894700,29.28641300
NEW SMYRNA BEACH,VOLUSIA,ASSISTED LIVING FACILITY,16.0,,,-80.93509483,29.02363481
DELTONA,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.26414200,28.90780100
DELTONA,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.16877900,28.91029500
DELTONA,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.18479000,28.94576100
DELTONA,VOLUSIA,ASSISTED LIVING FACILITY,6.0,,,-81.26107900,28.92654300
EDGEWATER,VOLUSIA,ASSISTED LIVING FACILITY,14.0,,,-80.91064000,28.97447100
EDGEWATER,VOLUSIA,ASSISTED LIVING FACILITY,14.0,,,-80.91109300,28.97715200
ORMOND BEACH,VOLUSIA,ASSISTED LIVING FACILITY,60.0,,,-81.11750900,29.25396800
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,14.0,,,-80.98770900,29.13651800
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,14.0,,,-81.01803900,29.13751600
ENTERPRISE,VOLUSIA,RESIDENTIAL TREATMENT FACILITY,11.0,,,-81.26652146,28.86807566
DELAND,VOLUSIA,RURAL HEALTH CLINIC,0.0,,,-81.31654200,29.04901100
ORANGE CITY,VOLUSIA,RURAL HEALTH CLINIC,0.0,,,-81.29149264,28.90684633
EDGEWATER,VOLUSIA,HOSPICE,12.0,,,-80.89992503,28.97804645
ORMOND BEACH,VOLUSIA,HOSPICE,12.0,,,-81.11975900,29.25325200
ORANGE CITY,VOLUSIA,HOSPICE,18.0,,,-81.28269769,28.92797009
PORT ORANGE,VOLUSIA,HOSPICE,16.0,,,-81.00966586,29.12790913
DELTONA,VOLUSIA,END-STAGE RENAL DISEASE,0.0,,,-81.27269654,28.89598839
NEW SMYRNA BEACH,VOLUSIA,END-STAGE RENAL DISEASE,0.0,,,-80.93014100,29.01914600
NEW SMYRNA BEACH,VOLUSIA,END-STAGE RENAL DISEASE,0.0,,,-80.92538400,29.02383400
DELAND,VOLUSIA,END-STAGE RENAL DISEASE,0.0,,,-81.29765800,29.02806400
DAYTONA BEACH,VOLUSIA,END-STAGE RENAL DISEASE,0.0,,,-81.06122800,29.21191700
DAYTONA BEACH,VOLUSIA,END-STAGE RENAL DISEASE,0.0,,,-81.06133500,29.20690500
ORMOND BEACH,VOLUSIA,END-STAGE RENAL DISEASE,0.0,,,-81.07955400,29.26832500
ORANGE CITY,VOLUSIA,END-STAGE RENAL DISEASE,0.0,,,-81.30211200,28.91435900
SOUTH DAYTONA,VOLUSIA,END-STAGE RENAL DISEASE,0.0,,,-81.02524400,29.16976500
DELAND,VOLUSIA,BIRTH CENTER,0.0,,,-81.30323000,29.02323200
DAYTONA BEACH,VOLUSIA,CRISIS STABILIZATION UNIT,30.0,,,-81.14922600,29.13456300
NEW SMYRNA BEACH,VOLUSIA,AMBULATORY SURGICAL CENTER,0.0,,,-80.92230300,29.01966800
PORT ORANGE,VOLUSIA,ASSISTED LIVING FACILITY,60.0,,,-81.00949500,29.12159800
DELTONA,VOLUSIA,ASSISTED LIVING FACILITY,8.0,,,-81.19068200,28.85592800
ORMOND BEACH,VOLUSIA,ASSISTED LIVING FACILITY,110.0,,,-81.08502500,29.28859500
NEW SMYRNA BEACH,VOLUSIA,ASSISTED LIVING FACILITY,11.0,,,-80.93263000,29.02115500
ORANGE CITY,VOLUSIA,ASSISTED LIVING FACILITY,10.0,,,-81.27220100,28.94134300
ORANGE CITY,VOLUSIA,ASSISTED LIVING FACILITY,104.0,,,-81.29545100,28.92128300
